,periodico,title,POS,NEU,NEG,candidates,maximize_sentiment,maximize_sentiment_count,candidates_nombre,Fecha de publicación,Tipo_de_elección,maximize_pos_neg
17,infobae,Los tres ejes que evalúan en La Libertad Avanza para que Javier Milei gane en primera vuelta,0.225245863199234,0.7152499556541443,0.059504184871912,milei,NEU,0.7152499556541443,milei,2023-08-22,eleccion_general,0.7152499556541443
18,infobae,Las claves de la reforma previsional que plantea Milei,0.2385295480489731,0.5405405759811401,0.2209298461675644,milei,NEU,0.5405405759811401,milei,2023-08-23,eleccion_general,0.5405405759811401
19,infobae,"Elecciones 2023, en vivo: “Con la unidad de JXC y Patricia Bullrich podemos ordenar Argentina”, sostuvo Gerardo Morales tras las PASO",0.3237882852554321,0.6128973364830017,0.0633143857121467,bullrich,NEU,0.6128973364830017,bullrich,2023-08-25,eleccion_general,0.6128973364830017
20,infobae,Los bancos serán los grandes ganadores si Milei es presidente,0.333159327507019,0.5881476998329163,0.0786930173635482,milei,NEU,0.5881476998329163,milei,2023-08-27,eleccion_general,0.5881476998329163
21,infobae,"A una semana del batacazo de Milei, el oficialismo y la oposición siguen en crisis y buscan dejar atrás el golpe de la derrota",0.0073484517633914,0.0841594785451889,0.9084920883178712,milei,NEG,0.9084920883178712,milei,2023-08-28,eleccion_general,-0.9084920883178712
22,infobae,Los gloriosos y electrizantes días de Javier Milei,0.7892522215843201,0.1946297287940979,0.0161180533468723,milei,POS,0.7892522215843201,milei,2023-08-28,eleccion_general,0.7892522215843201
23,infobae,Patricia Bullrich exigió orden en la campaña electoral y podría anticipar el nombre de su ministro de Economía,0.0658328980207443,0.8314230442047119,0.1027440279722214,bullrich,NEU,0.8314230442047119,bullrich,2023-08-28,eleccion_general,0.8314230442047119
24,infobae,Detrás de los guiños de Javier Milei a Mauricio Macri: el dilema de un eventual acuerdo y el riesgo de desperfilarse,0.0485261194407939,0.4205536842346191,0.5309202075004578,milei,NEG,0.5309202075004578,milei,2023-08-28,eleccion_general,-0.5309202075004578
25,infobae,Sergio Massa va EEUU a buscar los dólares del FMI y a explicarle al gobierno de Biden por qué es una mejor opción que Milei,0.1700439453125,0.6717076301574707,0.1582484394311905,massa_milei,NEU,0.6717076301574707,massa,2023-08-28,eleccion_general,0.6717076301574707
26,infobae,¿Es Milei el síntoma de un sistema en crisis o la señal de una renovación política inminente?,0.0148239796981215,0.3397281765937805,0.645447850227356,milei,NEG,0.645447850227356,milei,2023-08-28,eleccion_general,-0.645447850227356
27,infobae,Cuántos votos perdió Massa en las PASO por la estrategia de los gobernadores de desdoblar los comicios provinciales,0.0090637458488345,0.1379009187221527,0.8530353307723999,massa,NEG,0.8530353307723999,massa,2023-08-29,eleccion_general,-0.8530353307723999
28,infobae,"En un contexto político incierto tras el triunfo de Milei, los jueces preparan las elecciones en la Asociación de Magistrados",0.0196100864559412,0.3806075155735016,0.599782407283783,milei,NEG,0.599782407283783,milei,2023-08-29,eleccion_general,-0.599782407283783
29,infobae,Gabriel Levinas: “Javier Milei es la prueba de que la crisis es enorme y que estamos ante un cambio de época y del sistema político”,0.0136506464332342,0.1026811376214027,0.8836681842803955,milei,NEG,0.8836681842803955,milei,2023-08-29,eleccion_general,-0.8836681842803955
30,infobae,La campaña de Milei: por qué ganó las elecciones el candidato que propuso ajuste fiscal y ser más duro que el FMI,0.0069594117812812,0.0853698998689651,0.9076706767082214,milei,NEG,0.9076706767082214,milei,2023-08-29,eleccion_general,-0.9076706767082214
31,infobae,Apoyo del “Halcón dolarizador” de EEUU a Javier Milei: “Argentina debe eliminar el peso y la capacidad del Banco Central de emitir”,0.0299190822988748,0.2317188084125519,0.7383621335029602,milei,NEG,0.7383621335029602,milei,2023-08-30,eleccion_general,-0.7383621335029602
32,infobae,"Pasó en la TV: el furor por el título de Messi, las caras de Milei y la despedida de Luis Miguel del país",0.0175343789160251,0.2499391734600067,0.7325264811515808,milei,NEG,0.7325264811515808,milei,2023-08-31,eleccion_general,-0.7325264811515808
33,infobae,"A una semana del batacazo de Milei, el oficialismo y la oposición siguen en crisis y buscan dejar atrás el golpe de la derrota",0.0073484517633914,0.0841594785451889,0.9084920883178712,milei,NEG,0.9084920883178712,milei,2023-09-02,eleccion_general,-0.9084920883178712
34,infobae,Gabriel Levinas: “Javier Milei es la prueba de que la crisis es enorme y que estamos ante un cambio de época y del sistema político”,0.0136506464332342,0.1026811376214027,0.8836681842803955,milei,NEG,0.8836681842803955,milei,2023-09-02,eleccion_general,-0.8836681842803955
35,infobae,Alex Caniggia se burló de la situación del país mientras hacía un asado y volvió a mostrarle su apoyo a Javier Milei,0.1150992885231972,0.5006715655326843,0.3842291831970215,milei,NEU,0.5006715655326843,milei,2023-09-03,eleccion_general,0.5006715655326843
36,infobae,"Sergio Massa dijo que convocará a un gobierno de unidad con independientes, radicales y peronistas del PRO",0.3468793332576752,0.5771436095237732,0.0759770795702934,massa,NEU,0.5771436095237732,massa,2023-09-03,eleccion_general,0.5771436095237732
37,infobae,"Elecciones 2023, en vivo: Fuerte apoyo de Mauricio Macri a Patricia Bullrich en medio de versiones de un acercamiento a Javier Milei",0.1195196360349655,0.5992805361747742,0.2811998426914215,milei_bullrich,NEU,0.5992805361747742,milei,2023-09-03,eleccion_general,0.5992805361747742
38,infobae,Así fue el festejo en el búnker de Javier Milei cuando se enteraron del resultado de las PASO,0.0827778875827789,0.6654077172279358,0.2518143951892853,milei,NEU,0.6654077172279358,milei,2023-09-03,eleccion_general,0.6654077172279358
39,infobae,"Sergio Massa dijo que convocará a un gobierno de unidad con independientes, radicales y peronistas del PRO",0.3468793332576752,0.5771436095237732,0.0759770795702934,massa,NEU,0.5771436095237732,massa,2023-09-03,eleccion_general,0.5771436095237732
40,infobae,"Elecciones 2023, en vivo: “Macri es el nuevo jefe de Milei o, quizá, siempre lo fue”, dijo Agustín Rossi",0.1065949872136116,0.6670131683349609,0.2263918220996857,milei,NEU,0.6670131683349609,milei,2023-09-04,eleccion_general,0.6670131683349609
41,infobae,Carlos Pagni analizó el llanto de Javier Milei en la entrevista con Alejandro Fantino,0.0670617073774337,0.465167760848999,0.4677705466747284,milei,NEG,0.4677705466747284,milei,2023-08-28,eleccion_general,-0.4677705466747284
42,infobae,Guillermo Francos confirmó que renunciará al BID: “Acepté integrar el equipo de Javier Milei”,0.0626898184418678,0.6497182846069336,0.2875919044017792,milei,NEU,0.6497182846069336,milei,2023-09-04,eleccion_general,0.6497182846069336
43,infobae,"Elecciones 2023, en vivo: “Macri es el nuevo jefe de Milei o, quizá, siempre lo fue”, dijo Agustín Rossi",0.1065949872136116,0.6670131683349609,0.2263918220996857,milei,NEU,0.6670131683349609,milei,2023-09-05,eleccion_general,0.6670131683349609
44,infobae,Massa ultima las medidas para aplacar los efectos de la devaluación y sube a Macri al ring electoral,0.0904096812009811,0.4803529977798462,0.4292372465133667,massa,NEU,0.4803529977798462,massa,2023-09-05,eleccion_general,0.4803529977798462
45,infobae,Patricia Bullrich analizó los resultados de las PASO y ya prepara el relanzamiento de su campaña,0.3285162448883057,0.6272368431091309,0.0442469008266925,bullrich,NEU,0.6272368431091309,bullrich,2023-09-05,eleccion_general,0.6272368431091309
46,infobae,"Quién es Miguel Ángel Ponte, el ex funcionario macrista que podría ser secretario de Trabajo si Javier Milei es Presidente",0.0472791232168674,0.7340590357780457,0.2186617851257324,milei,NEU,0.7340590357780457,milei,2023-09-05,eleccion_general,0.7340590357780457
47,infobae,PASO 2023: cuál es el origen de los 7 millones de votos que apoyan el proyecto presidencial de Javier Milei,0.0392048321664333,0.8795647025108337,0.081230454146862,milei,NEU,0.8795647025108337,milei,2023-09-06,eleccion_general,0.8795647025108337
48,infobae,Sergio Massa les habló a los votantes que desconfían de Patricia Bullrich y Javier Milei fue de la motosierra al pragmatismo,0.0070301042869687,0.1003482267260551,0.892621636390686,massa_milei_bullrich,NEG,0.892621636390686,massa,2023-09-07,eleccion_general,-0.892621636390686
49,infobae,"Pasó en la TV: tras las PASO, fans y detractores de Javier Milei se manifestaron, cómo se vivió el Día de la Niñez y la pelea por el descenso en el fútbol argentino",0.0239962060004472,0.3949203491210938,0.5810834169387817,milei,NEG,0.5810834169387817,milei,2023-09-07,eleccion_general,-0.5810834169387817
50,infobae,"Sergio Massa les habló a los votantes que desconfían de Patricia Bullrich, y Javier Milei fue de la motosierra al pragmatismo",0.0092216543853282,0.1322055160999298,0.8585728406906128,massa_milei_bullrich,NEG,0.8585728406906128,massa,2023-09-07,eleccion_general,-0.8585728406906128
51,infobae,"Elecciones 2023, en vivo: “Quedó demostrado que Mauricio Macri es el jefe de Javier Milei”, aseguró Agustín Rossi",0.1385582685470581,0.5821782946586609,0.2792634665966034,milei,NEU,0.5821782946586609,milei,2023-09-07,eleccion_general,0.5821782946586609
52,infobae,"Elecciones 2023, en vivo: “Quedó demostrado que Mauricio Macri es el jefe de Javier Milei”, aseguró Agustín Rossi",0.1385582685470581,0.5821782946586609,0.2792634665966034,milei,NEU,0.5821782946586609,milei,2023-09-08,eleccion_general,0.5821782946586609
53,infobae,Nació el amor: Javier Milei y Fátima Florez están en pareja,0.5335007309913635,0.4285893738269806,0.0379098169505596,milei,POS,0.5335007309913635,milei,2023-09-08,eleccion_general,0.5335007309913635
54,infobae,La advertencia de Malamud a Milei: “Los presidentes sin el tercio en las dos Cámaras no tienen escudo para evitar un juicio político”,0.0211635362356901,0.1829329580068588,0.7959035038948059,milei,NEG,0.7959035038948059,milei,2023-09-08,eleccion_general,-0.7959035038948059
55,infobae,Massa viaja hoy a EEUU: la agenda del Ministro en Washington,0.1567394286394119,0.7614060044288635,0.0818546190857887,massa,NEU,0.7614060044288635,massa,2023-09-08,eleccion_general,0.7614060044288635
56,infobae,"Sergio Massa les habló a los votantes que desconfían de Patricia Bullrich, y Javier Milei fue de la motosierra al pragmatismo",0.0092216543853282,0.1322055160999298,0.8585728406906128,massa_milei_bullrich,NEG,0.8585728406906128,massa,2023-09-08,eleccion_general,-0.8585728406906128
57,infobae,José Mujica relativizó el triunfo de Javier Milei: “Lo más avasallador fue la cantidad que no fue a votar”,0.0227157827466726,0.1917553842067719,0.7855288982391357,milei,NEG,0.7855288982391357,milei,2023-09-08,eleccion_general,-0.7855288982391357
58,infobae,"Elecciones 2023, en vivo: “Quedó demostrado que Mauricio Macri es el jefe de Javier Milei”, aseguró Agustín Rossi",0.1385582685470581,0.5821782946586609,0.2792634665966034,milei,NEU,0.5821782946586609,milei,2023-09-09,eleccion_general,0.5821782946586609
59,infobae,Nació el amor: Javier Milei y Fátima Florez están en pareja,0.5335007309913635,0.4285893738269806,0.0379098169505596,milei,POS,0.5335007309913635,milei,2023-09-09,eleccion_general,0.5335007309913635
60,infobae,El día que Fátima Florez y Javier Milei se conocieron en la mesa de Mirtha Legrand,0.0779352113604545,0.78342604637146,0.1386387497186661,milei,NEU,0.78342604637146,milei,2023-09-09,eleccion_general,0.78342604637146
61,infobae,Fátima Florez confirmó su noviazgo con Javier Milei: “Es muy reciente”,0.2493367493152618,0.6175214052200317,0.1331418454647064,milei,NEU,0.6175214052200317,milei,2023-09-10,eleccion_general,0.6175214052200317
62,infobae,Las propuestas de Javier Milei para Defensa Nacional y Seguridad Interior: revalorizar a los militares y bajar la edad de imputabilidad,0.1566489934921265,0.615969717502594,0.2273812741041183,milei,NEU,0.615969717502594,milei,2023-09-10,eleccion_general,0.615969717502594
63,infobae,"Un productor agropecuario, un contador y un ex dirigente del PRO: los candidatos de Javier Milei que podrían llegar al Senado",0.1454475522041321,0.6225893497467041,0.2319631427526474,milei,NEU,0.6225893497467041,milei,2023-09-10,eleccion_general,0.6225893497467041
64,infobae,Patricia Bullrich se reunirá mañana a solas con Diego Santilli para sumarlo a su campaña,0.2581988275051117,0.681189239025116,0.0606118813157081,bullrich,NEU,0.681189239025116,bullrich,2023-09-10,eleccion_general,0.681189239025116
65,infobae,Carlos Perciavalle reveló su diálogo con Fátima Florez y Javier Milei: “Estaban exultantes”,0.0755706578493118,0.4936951398849487,0.4307342171669006,milei,NEU,0.4936951398849487,milei,2023-09-10,eleccion_general,0.4936951398849487
66,infobae,Fátima Florez le reveló a Ángel de Brito el temor que tiene con Javier Milei: “No queremos que piensen que es una construcción política”,0.0144203621894121,0.1420096009969711,0.8435700535774231,milei,NEG,0.8435700535774231,milei,2023-09-11,eleccion_general,-0.8435700535774231
67,infobae,La dedicatoria secreta de Javier Milei a Fátima Florez después de las PASO: qué significa “540″,0.0621020533144474,0.691466748714447,0.2464311420917511,milei,NEU,0.691466748714447,milei,2023-09-11,eleccion_general,0.691466748714447
68,infobae,Efecto Milei: en busca de una narrativa exitosa,0.2988291680812836,0.6628909707069397,0.0382798835635185,milei,NEU,0.6628909707069397,milei,2023-09-12,eleccion_general,0.6628909707069397
69,infobae,"Frente a la situación económica, Massa pone en pausa la campaña y se enfoca de lleno en la gestión",0.2628345191478729,0.6138210892677307,0.1233444139361382,massa,NEU,0.6138210892677307,massa,2023-09-12,eleccion_general,0.6138210892677307
70,infobae,Milei presentará su programa de gobierno ante los empresarios más poderosos de la Argentina,0.168527752161026,0.58896803855896,0.2425041794776917,milei,NEU,0.58896803855896,milei,2023-09-12,eleccion_general,0.58896803855896
71,infobae,“Terremoto Milei”: JP Morgan subió su pronóstico de inflación para la Argentina tras las elecciones,0.0403859093785285,0.3771942257881165,0.5824198722839355,milei,NEG,0.5824198722839355,milei,2023-09-12,eleccion_general,-0.5824198722839355
72,infobae,Bullrich sale en busca de los votantes que se ausentaron en las PASO: quién es y cómo piensa el estratega detrás de su campaña,0.0824224352836608,0.707971453666687,0.2096060961484909,bullrich,NEU,0.707971453666687,bullrich,2023-09-12,eleccion_general,0.707971453666687
73,infobae,"Después de una tensa negociación, las PASO y la devaluación, Massa llega a Washington para reunirse con el FMI",0.063185915350914,0.4526646137237549,0.4841494560241699,massa,NEG,0.4841494560241699,massa,2023-09-12,eleccion_general,-0.4841494560241699
74,infobae,"La ausencia de Cristina Kirchner y la centralidad de Mauricio Macri, ejes de debate en las campañas de Patricia Bullrich y de Sergio Massa",0.0610320232808589,0.3823120594024658,0.5566559433937073,massa_bullrich,NEG,0.5566559433937073,massa,2023-09-12,eleccion_general,-0.5566559433937073
75,infobae,La reacción de Mirtha Legrand al enterarse del romance entre Javier Milei y Fátima Florez: “Cuando lo vi no lo podía creer”,0.2002620249986649,0.5775018930435181,0.2222360521554947,milei,NEU,0.5775018930435181,milei,2023-09-12,eleccion_general,0.5775018930435181
76,infobae,Patricia Bullrich se reunirá a solas con Diego Santilli para sumarlo a su campaña,0.2421020418405533,0.6929712891578674,0.0649266615509986,bullrich,NEU,0.6929712891578674,bullrich,2023-09-12,eleccion_general,0.6929712891578674
77,infobae,"El problema de Milei no es la inestabilidad emocional, sino el machismo regresivo: si querés llorar, llorá",0.0065267612226307,0.0438101515173912,0.9496631026268004,milei,NEG,0.9496631026268004,milei,2023-09-13,eleccion_general,-0.9496631026268004
78,infobae,"Pasó en la TV: se confirmó el romance entre Javier Milei y Fátima Florez, la crisis de Wanda Nara y Mauro Icardi y los incendios en Córdoba",0.0272504407912492,0.3975769281387329,0.5751726627349854,milei,NEG,0.5751726627349854,milei,2023-09-13,eleccion_general,-0.5751726627349854
79,infobae,El extraño vínculo entre Milei y Macri: cuál de los dos es la Ucedé de Menem,0.0174168366938829,0.5166822075843811,0.4659009575843811,milei,NEU,0.5166822075843811,milei,2023-09-13,eleccion_general,0.5166822075843811
80,infobae,La revelación de Javier Milei tras confirmar su romance Fátima Florez,0.1323557198047638,0.7234103083610535,0.1442339718341827,milei,NEU,0.7234103083610535,milei,2023-09-13,eleccion_general,0.7234103083610535
81,infobae,"Massa ya eligió su ministro de Economía mientras define bandas de intervención para el dólar, suma fija y alivio para pymes",0.2160371094942093,0.713936984539032,0.0700259506702423,massa,NEU,0.713936984539032,massa,2023-09-14,eleccion_general,0.713936984539032
82,infobae,Máximo Kirchner impulsa un proyecto para evitar que Milei o Bullrich privaticen Aerolíneas Argentinas,0.0781928747892379,0.6131093502044678,0.3086977899074554,milei_bullrich,NEU,0.6131093502044678,milei,2023-09-14,eleccion_general,0.6131093502044678
83,infobae,Los cuatro argumentos contra la dolarización de un asesor de Patricia Bullrich que fue el arquitecto jurídico de la convertibilidad,0.0743248388171196,0.4090799987316132,0.516595184803009,bullrich,NEG,0.516595184803009,bullrich,2023-09-14,eleccion_general,-0.516595184803009
84,infobae,"Elecciones 2023, en vivo: un funcionario muy cercano a Larreta anunció que trabajará para que Patricia Bullrich sea presidenta",0.1529921293258667,0.7140558958053589,0.1329519748687744,bullrich,NEU,0.7140558958053589,bullrich,2023-09-14,eleccion_general,0.7140558958053589
85,infobae,"En ciencia y tecnología, Milei integra la casta",0.2693653404712677,0.5972222089767456,0.1334124207496643,milei,NEU,0.5972222089767456,milei,2023-09-14,eleccion_general,0.5972222089767456
86,infobae,Patricia Bullrich y Diego Santilli acordaron trabajar juntos rumbo a octubre pero se postergó la foto de unidad,0.0656704008579254,0.7113510966300964,0.2229785025119781,bullrich,NEU,0.7113510966300964,bullrich,2023-09-15,eleccion_general,0.7113510966300964
87,infobae,"La sorprendente reacción de la cantante Daniela cuando le preguntaron por la relación de su ex, Javier Milei, y Fátima Florez",0.1596766710281372,0.6582860350608826,0.1820373237133026,milei,NEU,0.6582860350608826,milei,2023-09-16,eleccion_general,0.6582860350608826
88,infobae,Los secretos del creador de la cuenta de Javier Milei en Tik Tok: “Llegamos a 300 millones de personas”,0.201715424656868,0.6585733294487,0.1397112309932709,milei,NEU,0.6585733294487,milei,2023-09-16,eleccion_general,0.6585733294487
89,infobae,"Elecciones 2023, en vivo: Axel Kicillof apuntó contra Javier Milei al asegurar que “sin igualdad de oportunidades, la libertad es mentira”",0.030867014080286,0.2785742878913879,0.690558671951294,milei,NEG,0.690558671951294,milei,2023-09-15,eleccion_general,-0.690558671951294
90,infobae,La Casa Rosada denunció que hay grupos que buscan incentivar saqueos y Milei los atribuyó al “modelo empobrecedor” del Gobierno,0.0208814833313226,0.1330012381076813,0.8461172580718994,milei,NEG,0.8461172580718994,milei,2023-09-16,eleccion_general,-0.8461172580718994
91,infobae,Massa anunció fondos extra por USD 1.385 millones y dijo que a EEUU le preocupa que se prometa dolarización sin consultar,0.0339444316923618,0.3313772976398468,0.6346782445907593,massa,NEG,0.6346782445907593,massa,2023-09-17,eleccion_general,-0.6346782445907593
92,infobae,Primeros contactos de Javier Milei con Wall Street: sus asesores económicos viajan a reunirse con inversores,0.4423841238021851,0.521323561668396,0.036292340606451,milei,NEU,0.521323561668396,milei,2023-09-16,eleccion_general,0.521323561668396
93,infobae,Bullrich reúne a economistas de JxC para disputar con Milei y prepara una foto con dirigentes de todo el país,0.1614076644182205,0.7666959166526794,0.0718963891267776,milei_bullrich,NEU,0.7666959166526794,milei,2023-09-17,eleccion_general,0.7666959166526794
94,infobae,La Casa Rosada denunció que hay grupos que buscan incentivar saqueos y Milei los atribuyó al “modelo empobrecedor” del Gobierno,0.0208814833313226,0.1330012381076813,0.8461172580718994,milei,NEG,0.8461172580718994,milei,2023-09-17,eleccion_general,-0.8461172580718994
95,infobae,Primeros contactos de Javier Milei con Wall Street: sus asesores económicos viajan a reunirse con inversores,0.4423841238021851,0.521323561668396,0.036292340606451,milei,NEU,0.521323561668396,milei,2023-09-17,eleccion_general,0.521323561668396
96,infobae,Axel Kicillof se juntó con 50 intendentes para ordenar la campaña con Javier Milei en el centro de la escena,0.1735805571079254,0.7654462456703186,0.0609732046723365,milei,NEU,0.7654462456703186,milei,2023-09-19,eleccion_general,0.7654462456703186
97,infobae,La Casa Rosada denunció que hay grupos que buscan incentivar saqueos y Milei los atribuyó al “modelo empobrecedor” del Gobierno,0.0208814833313226,0.1330012381076813,0.8461172580718994,milei,NEG,0.8461172580718994,milei,2023-09-19,eleccion_general,-0.8461172580718994
98,infobae,Primeros contactos de Javier Milei con Wall Street: sus asesores económicos viajan a reunirse con inversores,0.4423841238021851,0.521323561668396,0.036292340606451,milei,NEU,0.521323561668396,milei,2023-09-19,eleccion_general,0.521323561668396
99,infobae,"Con Massa en Washington, en Unión por la Patria empezaron a discutir los objetivos de la nueva etapa de campaña",0.5610178112983704,0.411110907793045,0.0278712846338748,massa,POS,0.5610178112983704,massa,2023-09-20,eleccion_general,0.5610178112983704
100,infobae,"Ley de Alquileres: sin el quórum asegurado, Juntos por el Cambio negocia modificaciones para poder aprobar su proyecto",0.1190476343035698,0.7320326566696167,0.1489197611808777,Desconocido,NEU,0.7320326566696167,jxc,2023-09-20,eleccion_general,0.7320326566696167
101,infobae,La Casa Rosada denunció que hay grupos que buscan incentivar saqueos y Milei los atribuyó al “modelo empobrecedor” del Gobierno,0.0208814833313226,0.1330012381076813,0.8461172580718994,milei,NEG,0.8461172580718994,milei,2023-09-20,eleccion_general,-0.8461172580718994
102,infobae,Así piensa uno de los principales asesores de Javier Milei en cuestiones energéticas,0.1288892030715942,0.724152684211731,0.1469580978155136,milei,NEU,0.724152684211731,milei,2023-09-21,eleccion_general,0.724152684211731
103,infobae,Radiografía del voto a Milei,0.0630208179354667,0.6996477246284485,0.2373314797878265,milei,NEU,0.6996477246284485,milei,2023-09-22,eleccion_general,0.6996477246284485
104,infobae,La Casa Rosada denunció que hay grupos que buscan incentivar saqueos y Milei los atribuyó al “modelo empobrecedor” del Gobierno,0.0208814833313226,0.1330012381076813,0.8461172580718994,milei,NEG,0.8461172580718994,milei,2023-09-22,eleccion_general,-0.8461172580718994
105,infobae,"Pasó en la TV: el anuncio de Sergio Massa, el hobbie de las hijas de Di María y la preocupación por Silvina Luna",0.0228635966777801,0.3749354481697083,0.6022009253501892,massa,NEG,0.6022009253501892,massa,2023-09-22,eleccion_general,-0.6022009253501892
106,infobae,Massa en EEUU: cena con asesores de Biden y dudas por la foto con Georgieva a la espera del desembolso de USD 7.500 millones,0.0719271302223205,0.6993513703346252,0.2287214696407318,massa,NEU,0.6993513703346252,massa,2023-09-22,eleccion_general,0.6993513703346252
107,infobae,Gabriela Cerruti insiste: dijo que hay cuentas ligadas a Javier Milei y a Patricia Bullrich que incentivaron los saqueos,0.0415608622133731,0.2897788882255554,0.6686602830886841,milei_bullrich,NEG,0.6686602830886841,milei,2023-09-22,eleccion_general,-0.6686602830886841
108,infobae,"La derogación total de la Ley de Alquileres fue rechazada, JxC ahora negocia para aprobar su proyecto de reforma",0.0513040870428085,0.4731982052326202,0.4754976630210876,Desconocido,NEG,0.4754976630210876,jxc,2023-09-23,eleccion_general,-0.4754976630210876
109,infobae,"Alberto Fernández pidió cuidar la paz social, confrontó con Milei y explicó por qué no habló durante los últimos días",0.1266319155693054,0.6528110504150391,0.2205570191144943,milei,NEU,0.6528110504150391,milei,2023-09-26,eleccion_general,0.6528110504150391
110,infobae,Patricia Bullrich se prepara para 48 horas de señales clave dirigidas al electorado y los empresarios,0.2586547434329987,0.6591030955314636,0.0822421088814735,bullrich,NEU,0.6591030955314636,bullrich,2023-09-27,eleccion_general,0.6591030955314636
111,infobae,"Sergio Massa, luego de la reunión con Georgieva: “La Argentina va a ser un país autónomo cuando se saque de encima el préstamo del Fondo”",0.2521413564682007,0.6016448140144348,0.1462137997150421,massa,NEU,0.6016448140144348,massa,2023-09-27,eleccion_general,0.6016448140144348
112,infobae,"Alberto Fernández pidió cuidar la paz social, confrontó con Milei y explicó por qué no habló durante los últimos días",0.1266319155693054,0.6528110504150391,0.2205570191144943,milei,NEU,0.6528110504150391,milei,2023-09-28,eleccion_general,0.6528110504150391
